section,subject,chapter_number,chapter_name_bn,chapter_name_en,question_type,cq_importance,mcq_importance,math_importance,time_cq_min,time_mcq_min,time_math_min,time_revision_min
বাণিজ্য,বাংলা ১ম পত্র,4,মানুষ মুহম্মদ (সা.) (মোহাম্মদ ওয়াজেদ আলী),Manush Muhammad (Wajed Ali),CQ+MCQ,3,3,0,50,20,0,15
বাণিজ্য,বাংলা ১ম পত্র,5,একাত্তরের দিনগুলি (জাহানারা ইমাম),Ekattorer Dinguli (Jahanara Imam),CQ+MCQ,5,4,0,60,25,0,20
বাণিজ্য,বাংলা ১ম পত্র,6,কপোতাক্ষ নদ (মাইকেল মধুসূদন দত্ত),Kapotakkho Nod (Michael Madhusudan) - Poetry,CQ+MCQ,5,5,0,60,30,0,20
বাণিজ্য,বাংলা ১ম পত্র,7,মানুষ (কাজী নজরুল ইসলাম),Manush (Kazi Nazrul Islam) - Poetry,CQ+MCQ,5,5,0,60,30,0,25
বাণিজ্য,বাংলা ১ম পত্র,8,তোমাকে পাওয়ার জন্যে হে স্বাধীনতা (শামসুর রাহমান),Tomake Pawar Jonno He Shadhinota - Poetry,CQ+MCQ,5,5,0,60,30,0,25
বাণিজ্য,বাংলা ১ম পত্র,9,আমার পরিচয় (সৈয়দ শামসুল হক),Amar Porichoy (Syed Shamsul Haq) - Poetry,CQ+MCQ,4,4,0,55,25,0,20
বাণিজ্য,বাংলা ১ম পত্র,10,"স্বাধীনতা, এই শব্দটি কীভাবে আমাদের হলো (নির্মলেন্দু গুণ)",Shadhinota Ei Shobdoti (Nirmalendu Goon) - Poetry,CQ+MCQ,4,5,0,55,25,0,20
বাণিজ্য,বাংলা ২য় পত্র,1,ভাষা,Language,CQ+MCQ,3,4,0,45,25,0,15
বাণিজ্য,বাংলা ২য় পত্র,2,বর্ণ প্রকরণ,Phonology,CQ+MCQ,3,4,0,45,25,0,15
বাণিজ্য,বাংলা ২য় পত্র,3,শব্দ প্রকরণ,Word Formation,CQ+MCQ,4,5,0,50,30,0,20
বাণিজ্য,বাংলা ২য় পত্র,4,পদ প্রকরণ,Parts of Speech,CQ+MCQ,5,5,0,55,30,0,20
বাণিজ্য,বাংলা ২য় পত্র,5,বাক্য প্রকরণ,Sentence Structure,CQ+MCQ,4,4,0,50,25,0,20
বাণিজ্য,বাংলা ২য় পত্র,6,বানান ও বিরাম চিহ্ন,Spelling and Punctuation,CQ+MCQ,3,4,0,40,25,0,15
বাণিজ্য,বাংলা ২য় পত্র,7,বাগধারা ও প্রবাদ-প্রবচন,Idioms and Proverbs,CQ+MCQ,3,5,0,40,30,0,15
বাণিজ্য,বাংলা ২য় পত্র,8,সারাংশ ও সারমর্ম,Summary Writing,CQ+MCQ,4,3,0,55,20,0,20
বাণিজ্য,বাংলা ২য় পত্র,9,ভাব-সম্প্রসারণ,Idea Expansion,CQ+MCQ,4,2,0,55,15,0,20
বাণিজ্য,বাংলা ২য় পত্র,10,পত্র লিখন,Letter Writing,CQ+MCQ,5,2,0,60,15,0,20
বাণিজ্য,বাংলা ২য় পত্র,11,প্রবন্ধ রচনা,Essay Writing,CQ+MCQ,5,2,0,75,15,0,25
বাণিজ্য,English 1st Paper,1,People Who Make a Difference,People Who Make a Difference,English-1,4,4,0,50,25,0,20
বাণিজ্য,English 1st Paper,2,Pastimes,Pastimes,English-1,3,3,0,45,25,0,15
বাণিজ্য,English 1st Paper,3,Events and Festivals,Events and Festivals,English-1,3,4,0,45,25,0,15
বাণিজ্য,English 1st Paper,4,Are We Aware?,Are We Aware?,English-1,4,4,0,50,25,0,20
বাণিজ্য,English 1st Paper,5,Nature and Environment,Nature and Environment,English-2,4,4,0,50,25,0,20
বাণিজ্য,English 1st Paper,6,Health and Hygiene,Health and Hygiene,English-2,3,3,0,45,25,0,15
বাণিজ্য,English 1st Paper,7,Human Rights,Human Rights,English-1,3,3,0,45,20,0,15
বাণিজ্য,English 1st Paper,8,Dreams,Dreams,English-1,3,3,0,45,20,0,15
বাণিজ্য,English 2nd Paper,1,Tenses and Right Forms of Verbs,Tenses and Right Forms of Verbs,English-2,5,5,0,60,35,0,25
বাণিজ্য,English 2nd Paper,2,Prepositions and Articles,Prepositions and Articles,English-2,4,5,0,50,30,0,20
বাণিজ্য,English 2nd Paper,3,Transformation of Sentences,Transformation of Sentences,English-2,5,4,0,55,30,0,20
বাণিজ্য,English 2nd Paper,4,Narration and Voice Change,Narration and Voice Change,English-2,5,5,0,60,35,0,25
বাণিজ্য,English 2nd Paper,5,Paragraph Writing,Paragraph Writing,English-3,5,0,0,65,0,0,25
বাণিজ্য,English 2nd Paper,6,Composition and Letter Writing,Composition and Letter Writing,English-3,5,0,0,70,0,0,25
বাণিজ্য,English 2nd Paper,7,Completing Story and Dialogue,Completing Story and Dialogue Writing,English-3,4,0,0,55,0,0,20
বাণিজ্য,তথ্য ও যোগাযোগ প্রযুক্তি,1,তথ্য ও যোগাযোগ প্রযুক্তি এবং আমাদের বাংলাদেশ,ICT and Our Bangladesh,MCQ-only,0,5,0,0,40,0,20
বাণিজ্য,তথ্য ও যোগাযোগ প্রযুক্তি,2,কম্পিউটার ও কম্পিউটার ব্যবহারকারীর নিরাপত্তা,Computer and User Safety,MCQ-only,0,4,0,0,35,0,20
বাণিজ্য,তথ্য ও যোগাযোগ প্রযুক্তি,3,আমার শিক্ষায় ইন্টারনেট,Internet in My Education,MCQ-only,0,4,0,0,35,0,15
বাণিজ্য,তথ্য ও যোগাযোগ প্রযুক্তি,4,আমার লেখালেখি ও হিসাব,My Writing and Calculations,MCQ-only,0,4,0,0,35,0,15
বাণিজ্য,তথ্য ও যোগাযোগ প্রযুক্তি,5,মাল্টিমিডিয়া ও গ্রাফিক্স,Multimedia and Graphics,MCQ-only,0,3,0,0,30,0,15
বাণিজ্য,তথ্য ও যোগাযোগ প্রযুক্তি,6,ডেটাবেজের ব্যবহার,Use of Database,MCQ-only,0,4,0,0,35,0,15
বাণিজ্য,বাংলাদেশ ও বিশ্বপরিচয়,1,পূর্ব বাংলার আন্দোলন ও বাংলাদেশের অভ্যুদয়,Movements of East Bengal and Emergence of Bangladesh,CQ+MCQ,5,5,0,65,30,0,25
বাণিজ্য,বাংলাদেশ ও বিশ্বপরিচয়,2,স্বাধীন বাংলাদেশ,Independent Bangladesh,CQ+MCQ,4,4,0,55,25,0,20
বাণিজ্য,বাংলাদেশ ও বিশ্বপরিচয়,3,বাংলাদেশের সম্পদ,Resources of Bangladesh,CQ+MCQ,3,4,0,50,25,0,15
বাণিজ্য,বাংলাদেশ ও বিশ্বপরিচয়,4,বাংলাদেশের অর্থনীতি,Economy of Bangladesh,CQ+MCQ,4,4,0,55,25,0,20
বাণিজ্য,বাংলাদেশ ও বিশ্বপরিচয়,5,বাংলাদেশের সরকার ব্যবস্থা ও রাজনীতি,Government System and Politics,CQ+MCQ,4,4,0,55,25,0,20
বাণিজ্য,বাংলাদেশ ও বিশ্বপরিচয়,6,বাংলাদেশের জনসংখ্যা ও উন্নয়ন,Population and Development,CQ+MCQ,3,3,0,50,25,0,15
বাণিজ্য,বাংলাদেশ ও বিশ্বপরিচয়,7,বাংলাদেশের সামাজিক সমস্যা ও প্রতিকার,Social Problems and Remedies,CQ+MCQ,4,4,0,55,25,0,20
বাণিজ্য,বাংলাদেশ ও বিশ্বপরিচয়,8,বাংলাদেশের সংস্কৃতি ও ঐতিহ্য,Culture and Heritage of Bangladesh,CQ+MCQ,3,3,0,45,20,0,15
বাণিজ্য,বাংলাদেশ ও বিশ্বপরিচয়,9,বিশ্ব পরিচয়,Introduction to the World,CQ+MCQ,3,4,0,50,25,0,15
বাণিজ্য,বাংলাদেশ ও বিশ্বপরিচয়,10,জাতিসংঘ ও বাংলাদেশ,United Nations and Bangladesh,CQ+MCQ,3,3,0,45,25,0,15
বাণিজ্য,ধর্ম ও নৈতিক শিক্ষা,1,আকাইদ ও নৈতিক জীবন,Aqaid and Moral Life,CQ+MCQ,4,4,0,50,25,0,20
বাণিজ্য,ধর্ম ও নৈতিক শিক্ষা,2,ইবাদত,Ibadat (Worship),CQ+MCQ,5,5,0,55,30,0,20
বাণিজ্য,ধর্ম ও নৈতিক শিক্ষা,3,কুরআন ও হাদিস শিক্ষা,Quran and Hadith Studies,CQ+MCQ,5,5,0,60,30,0,25
বাণিজ্য,ধর্ম ও নৈতিক শিক্ষা,4,আখলাক,Akhlaq (Character),CQ+MCQ,4,4,0,50,25,0,20
বাণিজ্য,ধর্ম ও নৈতিক শিক্ষা,5,আদর্শ জীবনচরিত,Model Biographies,CQ+MCQ,3,3,0,45,20,0,15
কলা,কৃষি শিক্ষা,1,কৃষি ও বাংলাদেশের অর্থনীতি,Agriculture and Bangladesh Economy,CQ+MCQ,4,4,0,50,25,0,20
কলা,কৃষি শিক্ষা,2,কৃষি উপকরণ,Agricultural Inputs,CQ+MCQ,4,4,0,55,25,0,20
কলা,কৃষি শিক্ষা,3,কৃষি জলবায়ু ও শস্য উৎপাদন,Agricultural Climate and Crop Production,CQ+MCQ,5,5,0,60,30,0,25
কলা,কৃষি শিক্ষা,4,মাটি ও মৃত্তিকা সম্পদ,Soil and Soil Resources,CQ+MCQ,5,5,0,60,30,0,25
কলা,কৃষি শিক্ষা,5,কৃষি বনায়ন,Agroforestry,CQ+MCQ,3,4,0,50,25,0,15
কলা,কৃষি শিক্ষা,6,পোল্ট্রি পালন,Poultry Farming,CQ+MCQ,4,4,0,55,25,0,20
কলা,কৃষি শিক্ষা,7,মৎস্য চাষ,Fish Farming,CQ+MCQ,4,4,0,55,25,0,20
কলা,কৃষি শিক্ষা,8,কৃষি প্রযুক্তি,Agricultural Technology,CQ+MCQ,3,4,0,50,25,0,15
কলা,কৃষি শিক্ষা,9,কৃষিভিত্তিক শিল্প,Agro-based Industries,CQ+MCQ,3,3,0,45,20,0,15
কলা,কৃষি শিক্ষা,10,কৃষি সমবায়,Agricultural Cooperatives,CQ+MCQ,3,3,0,45,20,0,15
কলা,গার্হস্থ্য বিজ্ঞান,1,গার্হস্থ্য বিজ্ঞান পরিচিতি,Introduction to Home Science,CQ+MCQ,3,4,0,45,25,0,15
কলা,গার্হস্থ্য বিজ্ঞান,2,কৈশোরকাল ও পুষ্টি,Adolescence and Nutrition,CQ+MCQ,5,5,0,60,30,0,25
কলা,গার্হস্থ্য বিজ্ঞান,3,শিশুর বিকাশ,Child Development,CQ+MCQ,4,4,0,55,25,0,20
কলা,গার্হস্থ্য বিজ্ঞান,4,খাদ্য ও পুষ্টি,Food and Nutrition,CQ+MCQ,5,5,0,60,30,0,25
কলা,গার্হস্থ্য বিজ্ঞান,5,খাদ্য পরিকল্পনা ও ব্যবস্থাপনা,Food Planning and Management,CQ+MCQ,4,4,0,55,25,0,20
কলা,গার্হস্থ্য বিজ্ঞান,6,পোশাক ও বয়নশিল্প,Clothing and Textile,CQ+MCQ,3,4,0,50,25,0,15
কলা,গার্হস্থ্য বিজ্ঞান,7,গৃহ ব্যবস্থাপনা ও সম্পদ,Home Management and Resources,CQ+MCQ,4,4,0,55,25,0,20
কলা,গার্হস্থ্য বিজ্ঞান,8,পারিবারিক আয় ও ব্যয়,Family Income and Expenditure,CQ+MCQ,4,4,0,55,25,0,20
কলা,গার্হস্থ্য বিজ্ঞান,9,প্রাথমিক চিকিৎসা,First Aid,CQ+MCQ,3,4,0,45,25,0,15
কলা,গার্হস্থ্য বিজ্ঞান,10,পরিবেশ ও স্বাস্থ্য,Environment and Health,CQ+MCQ,3,3,0,45,20,0,15
কলা,সাধারণ গণিত,1,বাস্তব সংখ্যা,Real Numbers,Math,0,4,5,0,25,70,25
কলা,সাধারণ গণিত,2,সেট ও ফাংশন,Sets and Functions,Math,0,4,5,0,25,65,20
কলা,সাধারণ গণিত,3,বীজগাণিতিক রাশি,Algebraic Expressions,Math,0,4,5,0,25,70,25
কলা,সাধারণ গণিত,4,সূচক ও লগারিদম,Exponents and Logarithms,Math,0,4,4,0,25,60,20
কলা,সাধারণ গণিত,5,এক চলকবিশিষ্ট সমীকরণ,Equations in One Variable,Math,0,5,5,0,30,75,25
কলা,সাধারণ গণিত,6,"রেখা, কোণ ও ত্রিভুজ","Lines, Angles and Triangles",Math,0,4,5,0,25,70,25
কলা,সাধারণ গণিত,7,ব্যবহারিক জ্যামিতি,Practical Geometry,Math,0,3,4,0,20,55,20
কলা,সাধারণ গণিত,8,বৃত্ত,Circle,Math,0,4,5,0,25,70,25
কলা,সাধারণ গণিত,9,ত্রিকোণমিতিক অনুপাত,Trigonometric Ratios,Math,0,5,5,0,30,80,25
কলা,সাধারণ গণিত,10,দূরত্ব ও উচ্চতা,Distance and Height,Math,0,4,4,0,25,60,20
কলা,সাধারণ গণিত,11,বীজগাণিতিক অনুপাত ও সমানুপাত,Algebraic Ratio and Proportion,Math,0,4,4,0,25,60,20
কলা,সাধারণ গণিত,12,দুই চলকবিশিষ্ট সরল সহসমীকরণ,Simultaneous Linear Equations in Two Variables,Math,0,5,5,0,30,75,25
কলা,সাধারণ গণিত,13,সসীম ধারা,Finite Series,Math,0,4,4,0,25,60,20
কলা,সাধারণ গণিত,14,"অনুপাত, সদৃশতা ও প্রতিসমতা","Ratio, Similarity and Symmetry",Math,0,3,4,0,25,60,20
কলা,সাধারণ গণিত,15,ক্ষেত্রফল সম্পর্কিত উপপাদ্য ও সম্পাদ্য,Theorems and Problems on Area,Math,0,3,4,0,25,65,20
কলা,সাধারণ গণিত,16,পরিমিতি,Mensuration,Math,0,5,5,0,30,80,25
কলা,সাধারণ গণিত,17,পরিসংখ্যান,Statistics,Math,0,4,4,0,25,60,20
কলা,বাংলা ১ম পত্র,1,সুভা (রবীন্দ্রনাথ ঠাকুর),Subha (Rabindranath Tagore),CQ+MCQ,4,4,0,60,25,0,20
কলা,বাংলা ১ম পত্র,2,বই পড়া (প্রমথ চৌধুরী),Boi Pora (Pramatha Chowdhury),CQ+MCQ,3,3,0,55,25,0,15
কলা,বাংলা ১ম পত্র,3,আম-আঁটির ভেঁপু (বিভূতিভূষণ বন্দ্যোপাধ্যায়),Am-Antir Venpu (Bibhutibhushan),CQ+MCQ,4,4,0,55,25,0,20
কলা,বাংলা ১ম পত্র,4,মানুষ মুহম্মদ (সা.) (মোহাম্মদ ওয়াজেদ আলী),Manush Muhammad (Wajed Ali),CQ+MCQ,3,3,0,50,20,0,15
কলা,বাংলা ১ম পত্র,5,একাত্তরের দিনগুলি (জাহানারা ইমাম),Ekattorer Dinguli (Jahanara Imam),CQ+MCQ,5,4,0,60,25,0,20
কলা,বাংলা ১ম পত্র,6,কপোতাক্ষ নদ (মাইকেল মধুসূদন দত্ত),Kapotakkho Nod (Michael Madhusudan) - Poetry,CQ+MCQ,5,5,0,60,30,0,20
কলা,বাংলা ১ম পত্র,7,মানুষ (কাজী নজরুল ইসলাম),Manush (Kazi Nazrul Islam) - Poetry,CQ+MCQ,5,5,0,60,30,0,25
কলা,বাংলা ১ম পত্র,8,তোমাকে পাওয়ার জন্যে হে স্বাধীনতা (শামসুর রাহমান),Tomake Pawar Jonno He Shadhinota - Poetry,CQ+MCQ,5,5,0,60,30,0,25
কলা,বাংলা ১ম পত্র,9,আমার পরিচয় (সৈয়দ শামসুল হক),Amar Porichoy (Syed Shamsul Haq) - Poetry,CQ+MCQ,4,4,0,55,25,0,20
কলা,বাংলা ১ম পত্র,10,"স্বাধীনতা, এই শব্দটি কীভাবে আমাদের হলো (নির্মলেন্দু গুণ)",Shadhinota Ei Shobdoti (Nirmalendu Goon) - Poetry,CQ+MCQ,4,5,0,55,25,0,20
কলা,বাংলা ২য় পত্র,1,ভাষা,Language,CQ+MCQ,3,4,0,45,25,0,15
কলা,বাংলা ২য় পত্র,2,বর্ণ প্রকরণ,Phonology,CQ+MCQ,3,4,0,45,25,0,15
কলা,বাংলা ২য় পত্র,3,শব্দ প্রকরণ,Word Formation,CQ+MCQ,4,5,0,50,30,0,20
কলা,বাংলা ২য় পত্র,4,পদ প্রকরণ,Parts of Speech,CQ+MCQ,5,5,0,55,30,0,20
কলা,বাংলা ২য় পত্র,5,বাক্য প্রকরণ,Sentence Structure,CQ+MCQ,4,4,0,50,25,0,20
কলা,বাংলা ২য় পত্র,6,বানান ও বিরাম চিহ্ন,Spelling and Punctuation,CQ+MCQ,3,4,0,40,25,0,15
কলা,বাংলা ২য় পত্র,7,বাগধারা ও প্রবাদ-প্রবচন,Idioms and Proverbs,CQ+MCQ,3,5,0,40,30,0,15
কলা,বাংলা ২য় পত্র,8,সারাংশ ও সারমর্ম,Summary Writing,CQ+MCQ,4,3,0,55,20,0,20
কলা,বাংলা ২য় পত্র,9,ভাব-সম্প্রসারণ,Idea Expansion,CQ+MCQ,4,2,0,55,15,0,20
কলা,বাংলা ২য় পত্র,10,পত্র লিখন,Letter Writing,CQ+MCQ,5,2,0,60,15,0,20
কলা,বাংলা ২য় পত্র,11,প্রবন্ধ রচনা,Essay Writing,CQ+MCQ,5,2,0,75,15,0,25
কলা,English 1st Paper,1,People Who Make a Difference,People Who Make a Difference,English-1,4,4,0,50,25,0,20
কলা,English 1st Paper,2,Pastimes,Pastimes,English-1,3,3,0,45,25,0,15
কলা,English 1st Paper,3,Events and Festivals,Events and Festivals,English-1,3,4,0,45,25,0,15
কলা,English 1st Paper,4,Are We Aware?,Are We Aware?,English-1,4,4,0,50,25,0,20
কলা,English 1st Paper,5,Nature and Environment,Nature and Environment,English-2,4,4,0,50,25,0,20
কলা,English 1st Paper,6,Health and Hygiene,Health and Hygiene,English-2,3,3,0,45,25,0,15
কলা,English 1st Paper,7,Human Rights,Human Rights,English-1,3,3,0,45,20,0,15
কলা,English 1st Paper,8,Dreams,Dreams,English-1,3,3,0,45,20,0,15
কলা,English 2nd Paper,1,Tenses and Right Forms of Verbs,Tenses and Right Forms of Verbs,English-2,5,5,0,60,35,0,25
কলা,English 2nd Paper,2,Prepositions and Articles,Prepositions and Articles,English-2,4,5,0,50,30,0,20
কলা,English 2nd Paper,3,Transformation of Sentences,Transformation of Sentences,English-2,5,4,0,55,30,0,20
কলা,English 2nd Paper,4,Narration and Voice Change,Narration and Voice Change,English-2,5,5,0,60,35,0,25
কলা,English 2nd Paper,5,Paragraph Writing,Paragraph Writing,English-3,5,0,0,65,0,0,25
কলা,English 2nd Paper,6,Composition and Letter Writing,Composition and Letter Writing,English-3,5,0,0,70,0,0,25
কলা,English 2nd Paper,7,Completing Story and Dialogue,Completing Story and Dialogue Writing,English-3,4,0,0,55,0,0,20
কলা,তথ্য ও যোগাযোগ প্রযুক্তি,1,তথ্য ও যোগাযোগ প্রযুক্তি এবং আমাদের বাংলাদেশ,ICT and Our Bangladesh,MCQ-only,0,5,0,0,40,0,20
কলা,তথ্য ও যোগাযোগ প্রযুক্তি,2,কম্পিউটার ও কম্পিউটার ব্যবহারকারীর নিরাপত্তা,Computer and User Safety,MCQ-only,0,4,0,0,35,0,20
কলা,তথ্য ও যোগাযোগ প্রযুক্তি,3,আমার শিক্ষায় ইন্টারনেট,Internet in My Education,MCQ-only,0,4,0,0,35,0,15
কলা,তথ্য ও যোগাযোগ প্রযুক্তি,4,আমার লেখালেখি ও হিসাব,My Writing and Calculations,MCQ-only,0,4,0,0,35,0,15
কলা,তথ্য ও যোগাযোগ প্রযুক্তি,5,মাল্টিমিডিয়া ও গ্রাফিক্স,Multimedia and Graphics,MCQ-only,0,3,0,0,30,0,15
কলা,তথ্য ও যোগাযোগ প্রযুক্তি,6,ডেটাবেজের ব্যবহার,Use of Database,MCQ-only,0,4,0,0,35,0,15
কলা,বাংলাদেশ ও বিশ্বপরিচয়,1,পূর্ব বাংলার আন্দোলন ও বাংলাদেশের অভ্যুদয়,Movements of East Bengal and Emergence of Bangladesh,CQ+MCQ,5,5,0,65,30,0,25
কলা,বাংলাদেশ ও বিশ্বপরিচয়,2,স্বাধীন বাংলাদেশ,Independent Bangladesh,CQ+MCQ,4,4,0,55,25,0,20
কলা,বাংলাদেশ ও বিশ্বপরিচয়,3,বাংলাদেশের সম্পদ,Resources of Bangladesh,CQ+MCQ,3,4,0,50,25,0,15
কলা,বাংলাদেশ ও বিশ্বপরিচয়,4,বাংলাদেশের অর্থনীতি,Economy of Bangladesh,CQ+MCQ,4,4,0,55,25,0,20
কলা,বাংলাদেশ ও বিশ্বপরিচয়,5,বাংলাদেশের সরকার ব্যবস্থা ও রাজনীতি,Government System and Politics,CQ+MCQ,4,4,0,55,25,0,20
কলা,বাংলাদেশ ও বিশ্বপরিচয়,6,বাংলাদেশের জনসংখ্যা ও উন্নয়ন,Population and Development,CQ+MCQ,3,3,0,50,25,0,15
কলা,বাংলাদেশ ও বিশ্বপরিচয়,7,বাংলাদেশের সামাজিক সমস্যা ও প্রতিকার,Social Problems and Remedies,CQ+MCQ,4,4,0,55,25,0,20
কলা,বাংলাদেশ ও বিশ্বপরিচয়,8,বাংলাদেশের সংস্কৃতি ও ঐতিহ্য,Culture and Heritage of Bangladesh,CQ+MCQ,3,3,0,45,20,0,15
কলা,বাংলাদেশ ও বিশ্বপরিচয়,9,বিশ্ব পরিচয়,Introduction to the World,CQ+MCQ,3,4,0,50,25,0,15
কলা,বাংলাদেশ ও বিশ্বপরিচয়,10,জাতিসংঘ ও বাংলাদেশ,United Nations and Bangladesh,CQ+MCQ,3,3,0,45,25,0,15
কলা,ধর্ম ও নৈতিক শিক্ষা,1,আকাইদ ও নৈতিক জীবন,Aqaid and Moral Life,CQ+MCQ,4,4,0,50,25,0,20
কলা,ধর্ম ও নৈতিক শিক্ষা,2,ইবাদত,Ibadat (Worship),CQ+MCQ,5,5,0,55,30,0,20
কলা,ধর্ম ও নৈতিক শিক্ষা,3,কুরআন ও হাদিস শিক্ষা,Quran and Hadith Studies,CQ+MCQ,5,5,0,60,30,0,25
কলা,ধর্ম ও নৈতিক শিক্ষা,4,আখলাক,Akhlaq (Character),CQ+MCQ,4,4,0,50,25,0,20
কলা,ধর্ম ও নৈতিক শিক্ষা,5,আদর্শ জীবনচরিত,Model Biographies,CQ+MCQ,3,3,0,45,20,0,15
